date,symbols,summary
2026-03-10,COIN,"Cryptocurrencies rallied on Monday following comments from Donald Trump regarding the potential end of the U.S. campaign against Iran. Bitcoin rose above $69,000, and Coinbase shares closed up 1.31%. Over $340 million in liquidations occurred, with $184 million in short positions erased. Analyst Michaël van de Poppe suggested Bitcoin could reach $74,000 if oil prices continue to decline, while Santiment noted that extreme shorting could fuel further price bounces."
2026-03-10,COIN,"Aon announced the first major stablecoin insurance premium payment, settling with Coinbase and Paxos using USDC on Ethereum and PayPal USD on Solana. The proof of concept was supported by the 2025 GENIUS Act. Coinbase Institutional Co-CEO Brett Tejpaul noted that using stablecoins helps scale financial operations with speed and transparency. Aon is currently testing critical support levels at $330, with a bearish Supertrend at $343.68."
2026-03-10,COIN,"Coinbase CEO Brian Armstrong stated that AI agents will increasingly use crypto wallets for financial transactions because they cannot access traditional bank accounts. Bitwise CIO Matt Hougan noted that institutional adoption and tokenization could drive significant growth, estimating that tokenized assets could reach $200 trillion. Hougan also suggested that if Bitcoin captures 25% of the global gold market, its price could reach $1.3 million per coin."
2026-03-11,COIN,"Cryptocurrencies rebounded on Tuesday amid market volatility, with Bitcoin reaching $70,050.52. Coinbase (COIN) shares closed down 1.64%. Analyst Ali Martinez identified $70,685 as a major resistance wall for Bitcoin, with potential targets at $83,307 and $84,569 if cleared."
2026-03-11,COIN,"Coinbase Global Inc. (NASDAQ: COIN) announced in November 2025 that it is reincorporating from Delaware to Texas, joining a trend of companies seeking a more business-friendly regulatory environment."
2026-03-11,COIN,"Senator Angela Alsobrooks is working with Sen. Thom Tillis on a compromise regarding stablecoin rewards to balance innovation with necessary guardrails. Coinbase previously withdrew support for stablecoin legislation due to a rule prohibiting rewards on idle balances, which it argued created an uneven playing field compared to traditional banks."
2026-03-11,COIN,"A federal judge denied Kalshi's request for a preliminary injunction against Ohio regulators, ruling that the CFTC does not have exclusive jurisdiction over sports-event contracts. Coinbase, which partners with Kalshi on prediction markets, has filed similar lawsuits in Michigan, Illinois, and Connecticut. COIN shares closed down 1.64% on Tuesday."
2026-03-11,COIN,"Coinbase CEO Brian Armstrong praised Bitcoin as 'decentralized, inflation-proof' global money after the 20 millionth Bitcoin was mined at block 940,073. Armstrong noted that the remaining 1 million BTC will take over 100 years to mine and previously predicted Bitcoin would reach $1 million by 2030."
2026-03-12,COIN,"JPMorgan Chase faces a proposed class action lawsuit alleging it enabled a $328 million crypto Ponzi scheme operated by Goliath Ventures between January 2023 and June 2025. The lawsuit claims JPMorgan ignored suspicious transactions and allowed fraudulent wire transfers to Coinbase wallets. Investors allegedly transferred approximately $123 million of the $328 million total into Goliath's Coinbase-maintained wallets. Goliath CEO Christopher Delgado was arrested on February 24, 2026."
2026-03-12,COIN,CFTC Seeks Public Comment On Advanced Notice Of Proposed Rulemaking Relating to Prediction Markets
2026-03-12,COIN,"Cryptocurrencies traded flat on Wednesday as President Trump authorized tapping the strategic reserve to lower oil prices. Bitcoin hovered under $70,000 with 16% lower trading volume. Analyst Ali Martinez identified a range between $62,791 and $71,840 for Bitcoin, while Michaël van de Poppe dismissed concerns of an 80% correction, projecting a bull market cycle for 2026-2028."
2026-03-12,COIN,"Benzinga's options activity scanner identified a bullish call option sweep for Coinbase (COIN) expiring on March 20, 2026. The trade involved 165 contracts at a $210.00 strike price, totaling $78.8K in value, with 1,797 contracts traded today."
2026-03-13,COIN,"Benzinga's options activity scanner identified a bearish call option sweep for Coinbase (NASDAQ: COIN). The contract expires on March 20, 2026, with a $210.00 strike price. A total of 200 contracts were traded across 7 separate trades, resulting in a total cost of $63.0K at a price of $315.0 per contract. Prior to this activity, there were 3,878 open contracts at this strike, with 1,766 contracts traded today."
2026-03-13,COIN,"Coinbase Global (NASDAQ: COIN) short interest has doubled in 2026, rising from approximately 5% in December to 10%. S3 Partners assigned the stock a short-squeeze score of 82 out of 100 and a crowded shorts data score of 50. Coinbase shares are down 18.3% year-to-date. In February, the company reported Q4 revenue of $1.78 billion, missing analyst estimates and marking a 5% year-over-year decline."
2026-03-13,COIN,"Cryptocurrencies rallied on Thursday, though Coinbase Global Inc. (NASDAQ: COIN) shares closed down 2.71%. CryptoQuant noted that Bitcoin holders are selling at losses, suggesting short-term demand is insufficient for a clean bullish reversal. Analyst Ali Martinez projected Bitcoin could reach $178,000–$273,000 in the next bull run based on the Cumulative Value Days Destroyed indicator."
2026-03-16,COIN,"Bitmine Immersion Technologies Says As Of March 15, 2026, The Company's Crypto Holdings Are Comprised Of 4,595,562 ETH, 196 Bitcoin, $200M Stake In Beast Industries, $83M Stake In Eightco Holdings And Total Cash Of $1.2B; Bitmine Has 3,040,515 Staked ETH"
2026-03-17,COIN,"A Polymarket bettor, 'dududududu22', holds $151,000 in positions betting Benjamin Netanyahu will be 'out' by March 31, 2026. The contract, which has no death carveout, is currently underwater by $26,000. Regulatory scrutiny is increasing, with U.S. senators drafting legislation to ban war-related betting. Coinbase (COIN) and Robinhood (HOOD) face potential complications due to their prediction market partnerships with Kalshi."
2026-03-17,COIN,"Cryptocurrencies rallied on Monday, with Bitcoin reaching $75,983 and Ethereum rising 9%. Coinbase (COIN) shares closed up 3.98%. Coinglass data shows $600 million in liquidations, including $484 million in shorts. Analyst Ali Martinez noted negative funding rates as a potential signal for a relief rally, while Santiment warned of high FOMO levels. The global crypto market cap reached $2.44 trillion."
2026-03-17,COIN,"Baird Maintains Neutral on Coinbase Global, Raises Price Target to $215"
2026-03-18,COIN,"Cryptocurrencies pulled back on Tuesday ahead of a Federal Reserve decision, with Bitcoin retreating to $73,996 and trading volume falling 20%. Coinbase (COIN) shares closed up 3.40%. Over $200 million was liquidated from the market. Analyst Ali Martinez identified $73,344 as a critical support level for Bitcoin, with upside targets at $79,234 and $85,555. CryptoQuant reported that traders are positioning for short-term upside with new long positions."
2026-03-18,COIN,"A Vanity Fair feature highlights crypto industry figures, including Michael Novogratz, Cathie Wood, and Meltem Demirors, following a $1.4 trillion market cap decline since December 2024. Galaxy Digital (GLXY) reported a Q4 loss with a 40% drop in trading volumes, and Coinbase (COIN) is trading over 50% below its highs. Despite market downturns, industry leaders maintain bullish long-term outlooks on Bitcoin. The industry spent $135 million on 2024 elections, and Polymarket traders remain skeptical of Bitcoin's near-term price recovery."
2026-03-18,COIN,"Benzinga's options activity scanner identified unusual whale activity in several financial stocks. Notably, for Coinbase (COIN), a bullish call option trade was recorded for 119 contracts at a $230.00 strike price, expiring on April 17, 2026. The total trade cost was $101.7K, with 1,002 contracts traded today against 5,534 existing open interest."
2026-03-19,COIN,'Coinbase Vies For Cloudflare Stablecoin Deal To Power AI Agent Payments' - The Information
2026-03-19,COIN,"Bitcoin outperformed gold following hawkish Fed signals, with Bitcoin down 2% and gold down 4%. Crypto-related stocks, including Coinbase, Strategy, and Galaxy Digital, declined in premarket trading. Bitcoin's recovery stalled between $70,000 and $73,000. March 18 saw $129.62 million in net outflows from Bitcoin ETFs, with Fidelity's FBTC accounting for $103.84 million."
2026-03-19,COIN,"Cryptocurrencies and stocks fell as the Fed warned of inflation risks from Middle East tensions. Bitcoin dropped below $71,000, while Coinbase shares closed down 3.78%. Over $450 million in crypto liquidations occurred in 24 hours. Analysts Michael van de Poppe and Rekt Capital identified $69,000-$70,000 and $68,200 as critical support levels for Bitcoin."
2026-03-20,COIN,"SEC Chair Paul Atkins and the CFTC classified Bitcoin and 15 other tokens as digital commodities, moving them under CFTC oversight. Despite this, Bitcoin fell to $69,370 by Thursday morning amid macro pressures, including a Fed rate hold and rising oil prices. MicroStrategy shares fell 6.5%. Coinbase CLO Paul Grewal commented on the market response, while CEO Brian Armstrong has sold over 1.5 million shares since April 2025."
2026-03-20,COIN,"Coinbase launched 24/7 stock perpetual futures for non-U.S. users, offering up to 10x leverage on stocks like Tesla, Apple, and Nvidia. The products are available via Coinbase Advanced and Coinbase International Exchange. Coinbase shares are testing $202 resistance, with the 50 EMA at $202.59."
2026-03-20,COIN,"Donald Trump Jr. promoted World Liberty Financial's new AgentPay SDK, which allows AI agents to manage funds and transact on the blockchain. Coinbase developed the x402 payment protocol, which was integrated into Google's Agentic Payments Protocol. CEO Brian Armstrong noted that AI agents may soon execute more financial transactions than humans."
2026-03-21,COIN,"Morgan Stanley filed a second amended S-1 for its spot Bitcoin ETF, setting the ticker MSBT with a $1 million seed investment. Coinbase will serve as the prime broker and custodian. Existing spot Bitcoin ETFs have seen over $56 billion in inflows since January 2024. Bitcoin is currently testing support at the $70,099 Bollinger Band midline."
